"Category ID";"Active (0/1)";"Name*";"Parent category";"Root category (0/1)";"Description";"Meta title";"Meta keywords";"Meta description";"URL rewritten";"Image URL"
"5638";"1";"Love Affair  Christie";"Artiest";"0";"Love Affair  Christie";"Love Affair  Christie";"Love Affair  Christie";"Love Affair  Christie";"love-affair-+-christie";
"5639";"1";"John Miles  Kevin Johnson";"Artiest";"0";"John Miles  Kevin Johnson";"John Miles  Kevin Johnson";"John Miles  Kevin Johnson";"John Miles  Kevin Johnson";"john-miles-+-kevin-johnson";
"5640";"1";"The Rascals";"Artiest";"0";"The Rascals";"The Rascals";"The Rascals";"The Rascals";"the-rascals";
"5641";"1";"The Rainbows";"Artiest";"0";"The Rainbows";"The Rainbows";"The Rainbows";"The Rainbows";"the-rainbows";
"5642";"1";"Gerry Rafferty";"Artiest";"0";"Gerry Rafferty";"Gerry Rafferty";"Gerry Rafferty";"Gerry Rafferty";"gerry-rafferty";
"5643";"1";"Brian Poole Brenton Wood";"Artiest";"0";"Brian Poole Brenton Wood";"Brian Poole Brenton Wood";"Brian Poole Brenton Wood";"Brian Poole Brenton Wood";"brian-poole-+-brenton-wood";
"5644";"1";"Henry Mancini His Orchestra";"Artiest";"0";"Henry Mancini His Orchestra";"Henry Mancini His Orchestra";"Henry Mancini His Orchestra";"Henry Mancini His Orchestra";"henry-mancinihis-orchestra";
"5645";"1";"The McCoys";"Artiest";"0";"The McCoys";"The McCoys";"The McCoys";"The McCoys";"the-mccoys";
"5646";"1";"Edith Piaf";"Artiest";"0";"Edith Piaf";"Edith Piaf";"Edith Piaf";"Edith Piaf";"edith-piaf";
"5647";"1";"Paper Lace  Edison Lighthouse";"Artiest";"0";"Paper Lace  Edison Lighthouse";"Paper Lace  Edison Lighthouse";"Paper Lace  Edison Lighthouse";"Paper Lace  Edison Lighthouse";"paper-lace-+-edison-lighthouse";
"5648";"1";"Marquis Of Kensington";"Artiest";"0";"Marquis Of Kensington";"Marquis Of Kensington";"Marquis Of Kensington";"Marquis Of Kensington";"marquis-of-kensington";
"5649";"1";"Don McLEAN";"Artiest";"0";"Don McLEAN";"Don McLEAN";"Don McLEAN";"Don McLEAN";"don-mclean";
"5650";"1";"Oliver Onions";"Artiest";"0";"Oliver Onions";"Oliver Onions";"Oliver Onions";"Oliver Onions";"oliver-onions";
"5651";"1";"The Melodians ";"Artiest";"0";"The Melodians ";"The Melodians ";"The Melodians ";"The Melodians ";"the-melodians";
"5652";"1";"Ray Peterson";"Artiest";"0";"Ray Peterson";"Ray Peterson";"Ray Peterson";"Ray Peterson";"ray-peterson";
"5653";"1";"AL Martino 2 2 EP";"Artiest";"0";"AL Martino 2 2 EP";"AL Martino 2 2 EP";"AL Martino 2 2 EP";"AL Martino 2 2 EP";"al-martino-2-+-2-ep";
"5654";"1";"Mike Oldfield EP 4 Liedjes";"Artiest";"0";"Mike Oldfield EP 4 Liedjes";"Mike Oldfield EP 4 Liedjes";"Mike Oldfield EP 4 Liedjes";"Mike Oldfield EP 4 Liedjes";"mike-oldfield-ep-4-liedjes";
"5655";"1";"URIAH HEEP";"Artiest";"0";"URIAH HEEP";"URIAH HEEP";"URIAH HEEP";"URIAH HEEP";"uriah-heep";
"5656";"1";"Wanda Jackson  2 2 EP ";"Artiest";"0";"Wanda Jackson  2 2 EP ";"Wanda Jackson  2 2 EP ";"Wanda Jackson  2 2 EP ";"Wanda Jackson  2 2 EP ";"wanda-jackson2-+-2-ep";
"5657";"1";"John Kincade";"Artiest";"0";"John Kincade";"John Kincade";"John Kincade";"John Kincade";"john-kincade";
"5658";"1";"Barry Ryan";"Artiest";"0";"Barry Ryan";"Barry Ryan";"Barry Ryan";"Barry Ryan";"barry-ryan";
"5659";"1";"Peter Kraus ";"Artiest";"0";"Peter Kraus ";"Peter Kraus ";"Peter Kraus ";"Peter Kraus ";"peter-kraus";
"5660";"1";"Love Sculpture";"Artiest";"0";"Love Sculpture";"Love Sculpture";"Love Sculpture";"Love Sculpture";"love-sculpture";
"5661";"1";"Booker T and The MG S";"Artiest";"0";"Booker T and The MG S";"Booker T and The MG S";"Booker T and The MG S";"Booker T and The MG S";"booker-t-and-the-mg-s";
"5662";"1";"Len Barry";"Artiest";"0";"Len Barry";"Len Barry";"Len Barry";"Len Barry";"len-barry";
"5663";"1";"Brenton Wood";"Artiest";"0";"Brenton Wood";"Brenton Wood";"Brenton Wood";"Brenton Wood";"brenton-wood";
"5664";"1";"Don Williams";"Artiest";"0";"Don Williams";"Don Williams";"Don Williams";"Don Williams";"don-williams";
"5665";"1";"Average White Band";"Artiest";"0";"Average White Band";"Average White Band";"Average White Band";"Average White Band";"average-white-band";
"5666";"1";"Miguel Rios";"Artiest";"0";"Miguel Rios";"Miguel Rios";"Miguel Rios";"Miguel Rios";"miguel-rios";
"5667";"1";"Clodagh Rodgers";"Artiest";"0";"Clodagh Rodgers";"Clodagh Rodgers";"Clodagh Rodgers";"Clodagh Rodgers";"clodagh-rodgers";
"5668";"1";"Harry Belafonte";"Artiest";"0";"Harry Belafonte";"Harry Belafonte";"Harry Belafonte";"Harry Belafonte";"harry-belafonte";
"5669";"1";"KALIN TWINS";"Artiest";"0";"KALIN TWINS";"KALIN TWINS";"KALIN TWINS";"KALIN TWINS";"kalin-twins";
"5670";"1";"Lemon Pipers  Kasenets-Katz Super Circus";"Artiest";"0";"Lemon Pipers  Kasenets-Katz Super Circus";"Lemon Pipers  Kasenets-Katz Super Circus";"Lemon Pipers  Kasenets-Katz Super Circus";"Lemon Pipers  Kasenets-Katz Super Circus";"lemon-pipers-kasenets-katz-super-circus";
"5671";"1";"BEN E KING";"Artiest";"0";"BEN E KING";"BEN E KING";"BEN E KING";"BEN E KING";"ben-e-king";
"5672";"1";"Jerry Keller";"Artiest";"0";"Jerry Keller";"Jerry Keller";"Jerry Keller";"Jerry Keller";"jerry-keller";
"5673";"1";"JJ CALE";"Artiest";"0";"JJ CALE";"JJ CALE";"JJ CALE";"JJ CALE";"jj-cale";
"5674";"1";"Freddy Cannon";"Artiest";"0";"Freddy Cannon";"Freddy Cannon";"Freddy Cannon";"Freddy Cannon";"freddy-cannon";
"5675";"1";"Bobby Rydell";"Artiest";"0";"Bobby Rydell";"Bobby Rydell";"Bobby Rydell";"Bobby Rydell";"bobby-rydell";
"5676";"1";"Sam Dave";"Artiest";"0";"Sam Dave";"Sam Dave";"Sam Dave";"Sam Dave";"samdave";
"5677";"1";"Bill Withers";"Artiest";"0";"Bill Withers";"Bill Withers";"Bill Withers";"Bill Withers";"bill-withers";
"5678";"1";"Artiest Foundations";"Artiest";"0";"Artiest Foundations";"Artiest Foundations";"Artiest Foundations";"Artiest Foundations";"artiest-foundations";
"5679";"1";"Gebr brouwer- Willy Schobben - Marty";"Artiest";"0";"Gebr brouwer- Willy Schobben - Marty";"Gebr brouwer- Willy Schobben - Marty";"Gebr brouwer- Willy Schobben - Marty";"Gebr brouwer- Willy Schobben - Marty";"gebr-brouwer-willy-schobbenmarty";
"5680";"1";"RELAX ";"Artiest";"0";"RELAX ";"RELAX ";"RELAX ";"RELAX ";"relax";
"5681";"1";"DIE DINGS UN DE DINGSBUMS ";"Artiest";"0";"DIE DINGS UN DE DINGSBUMS ";"DIE DINGS UN DE DINGSBUMS ";"DIE DINGS UN DE DINGSBUMS ";"DIE DINGS UN DE DINGSBUMS ";"die-dings-un-de-dingsbums";
"5682";"1";"Origtiroler musikanten ";"Artiest";"0";"Origtiroler musikanten ";"Origtiroler musikanten ";"Origtiroler musikanten ";"Origtiroler musikanten ";"origtiroler-musikanten";
"5683";"1";"original weinlander ";"Artiest";"0";"original weinlander ";"original weinlander ";"original weinlander ";"original weinlander ";"original-weinlander";
"5684";"1";"Feldkircher Spatzen ";"Artiest";"0";"Feldkircher Spatzen ";"Feldkircher Spatzen ";"Feldkircher Spatzen ";"Feldkircher Spatzen ";"feldkircher-spatzen";
"5685";"1";"TED EN JO ";"Artiest";"0";"TED EN JO ";"TED EN JO ";"TED EN JO ";"TED EN JO ";"ted-en-jo";
"5686";"1";"ORIGINAL SCHARZWALDFAMILIE ZETZ";"Artiest";"0";"ORIGINAL SCHARZWALDFAMILIE ZETZ";"ORIGINAL SCHARZWALDFAMILIE ZETZ";"ORIGINAL SCHARZWALDFAMILIE ZETZ";"ORIGINAL SCHARZWALDFAMILIE ZETZ";"original-scharzwaldfamilie-zetz";
"5687";"1";"ORIG TYROL QUINTETT ";"Artiest";"0";"ORIG TYROL QUINTETT ";"ORIG TYROL QUINTETT ";"ORIG TYROL QUINTETT ";"ORIG TYROL QUINTETT ";"orig-tyrol-quintett";
"5688";"1";"BILL RAMSEY ";"Artiest";"0";"BILL RAMSEY ";"BILL RAMSEY ";"BILL RAMSEY ";"BILL RAMSEY ";"bill-ramsey";
"5689";"1";"HANS GRANGL UND SEINE ORIG LUSTIGEN FEISTRITZER";"Artiest";"0";"HANS GRANGL UND SEINE ORIG LUSTIGEN FEISTRITZER";"HANS GRANGL UND SEINE ORIG LUSTIGEN FEISTRITZER";"HANS GRANGL UND SEINE ORIG LUSTIGEN FEISTRITZER";"HANS GRANGL UND SEINE ORIG LUSTIGEN FEISTRITZER";"hans-grangl-und-seine-orig-lustigen-feistritzer";
"5690";"1";"ANDREAS HAUFF";"Artiest";"0";"ANDREAS HAUFF";"ANDREAS HAUFF";"ANDREAS HAUFF";"ANDREAS HAUFF";"andreas-hauff";
"5691";"1";"GITTI EN ERICA ";"Artiest";"0";"GITTI EN ERICA ";"GITTI EN ERICA ";"GITTI EN ERICA ";"GITTI EN ERICA ";"gitti-en-erica";
"5692";"1";"ROBERT LONG ";"Artiest";"0";"ROBERT LONG ";"ROBERT LONG ";"ROBERT LONG ";"ROBERT LONG ";"robert-long";
"5693";"1";"Lester MC Cartney ";"Artiest";"0";"Lester MC Cartney ";"Lester MC Cartney ";"Lester MC Cartney ";"Lester MC Cartney ";"lester-mc-cartney";
"5694";"1";"Wia Buze";"Artiest";"0";"Wia Buze";"Wia Buze";"Wia Buze";"Wia Buze";"wia-buze";
"5695";"1";"Ton van kluyve";"Artiest";"0";"Ton van kluyve";"Ton van kluyve";"Ton van kluyve";"Ton van kluyve";"ton-van-kluyve";
"5696";"1";"The Supremes  Diana Ross";"Artiest";"0";"The Supremes  Diana Ross";"The Supremes  Diana Ross";"The Supremes  Diana Ross";"The Supremes  Diana Ross";"the-supremesdiana-ross";
"5697";"1";"Artiest Peter and Gordon";"Artiest";"0";"Artiest Peter and Gordon";"Artiest Peter and Gordon";"Artiest Peter and Gordon";"Artiest Peter and Gordon";"artiest-peter-and-gordon";
"5698";"1";"HET REGENBOOGTRIO ";"Artiest";"0";"HET REGENBOOGTRIO ";"HET REGENBOOGTRIO ";"HET REGENBOOGTRIO ";"HET REGENBOOGTRIO ";"het-regenboogtrio";
"5699";"1";"HET NEDERLANDS ARTIESTENKOOR ";"Artiest";"0";"HET NEDERLANDS ARTIESTENKOOR ";"HET NEDERLANDS ARTIESTENKOOR ";"HET NEDERLANDS ARTIESTENKOOR ";"HET NEDERLANDS ARTIESTENKOOR ";"het-nederlands-artiestenkoor";
"5700";"1";"ROB VAN DE MEELBERG ";"Artiest";"0";"ROB VAN DE MEELBERG ";"ROB VAN DE MEELBERG ";"ROB VAN DE MEELBERG ";"ROB VAN DE MEELBERG ";"rob-van-de-meelberg";
"5701";"1";"DE FLIPPERKONING ";"Artiest";"0";"DE FLIPPERKONING ";"DE FLIPPERKONING ";"DE FLIPPERKONING ";"DE FLIPPERKONING ";"de-flipperkoning";
"5702";"1";"DE ZINGENDE ETHERPIRAAT ";"Artiest";"0";"DE ZINGENDE ETHERPIRAAT ";"DE ZINGENDE ETHERPIRAAT ";"DE ZINGENDE ETHERPIRAAT ";"DE ZINGENDE ETHERPIRAAT ";"de-zingende-etherpiraat";
"5703";"1";"EMANUEL EN DE RONO S ";"Artiest";"0";"EMANUEL EN DE RONO S ";"EMANUEL EN DE RONO S ";"EMANUEL EN DE RONO S ";"EMANUEL EN DE RONO S ";"emanuel-en-de-rono-s";
"5704";"1";"RICHARD EN MARTIND ";"Artiest";"0";"RICHARD EN MARTIND ";"RICHARD EN MARTIND ";"RICHARD EN MARTIND ";"RICHARD EN MARTIND ";"richard-en-martind";
"5705";"1";"RATJE EN DE WITTE MUIZEN ";"Artiest";"0";"RATJE EN DE WITTE MUIZEN ";"RATJE EN DE WITTE MUIZEN ";"RATJE EN DE WITTE MUIZEN ";"RATJE EN DE WITTE MUIZEN ";"ratje-en-de-witte-muizen";
"5706";"1";"RENE EN JEANETTE ";"Artiest";"0";"RENE EN JEANETTE ";"RENE EN JEANETTE ";"RENE EN JEANETTE ";"RENE EN JEANETTE ";"rene-en-jeanette";
"5707";"1";"TOMMY SOLO ";"Artiest";"0";"TOMMY SOLO ";"TOMMY SOLO ";"TOMMY SOLO ";"TOMMY SOLO ";"tommy-solo";
"5708";"1";"AD SWART ";"Artiest";"0";"AD SWART ";"AD SWART ";"AD SWART ";"AD SWART ";"ad-swart";
"5709";"1";"EMMALEE";"Artiest";"0";"EMMALEE";"EMMALEE";"EMMALEE";"EMMALEE";"emmalee";
"5710";"1";"DE HANGJASSEN ";"Artiest";"0";"DE HANGJASSEN ";"DE HANGJASSEN ";"DE HANGJASSEN ";"DE HANGJASSEN ";"de-hangjassen";
"5711";"1";" KARST Duo";"Artiest";"0";" KARST Duo";" KARST Duo";" KARST Duo";" KARST Duo";"karst-duo";
"5712";"1";"BOBBY SOLO ";"Artiest";"0";"BOBBY SOLO ";"BOBBY SOLO ";"BOBBY SOLO ";"BOBBY SOLO ";"bobby-solo";
"5713";"1";"GEORGERS MOUSTAKI ";"Artiest";"0";"GEORGERS MOUSTAKI ";"GEORGERS MOUSTAKI ";"GEORGERS MOUSTAKI ";"GEORGERS MOUSTAKI ";"georgers-moustaki";
"5714";"1";"FAUSTO LEALI ";"Artiest";"0";"FAUSTO LEALI ";"FAUSTO LEALI ";"FAUSTO LEALI ";"FAUSTO LEALI ";"fausto-leali";
"5715";"1";"MICHEL POLNAREFF";"Artiest";"0";"MICHEL POLNAREFF";"MICHEL POLNAREFF";"MICHEL POLNAREFF";"MICHEL POLNAREFF";"michel-polnareff";
"5716";"1";"PEREZ PRADO ";"Artiest";"0";"PEREZ PRADO ";"PEREZ PRADO ";"PEREZ PRADO ";"PEREZ PRADO ";"perez-prado";
"5717";"1";"BRIAN POOLE EN THE TREMELOES ";"Artiest";"0";"BRIAN POOLE EN THE TREMELOES ";"BRIAN POOLE EN THE TREMELOES ";"BRIAN POOLE EN THE TREMELOES ";"BRIAN POOLE EN THE TREMELOES ";"brian-poole-en-the-tremeloes";
"5718";"1";"BOBBY BARE ";"Artiest";"0";"BOBBY BARE ";"BOBBY BARE ";"BOBBY BARE ";"BOBBY BARE ";"bobby-bare";
"5719";"1";"Nel en Ria";"Artiest";"0";"Nel en Ria";"Nel en Ria";"Nel en Ria";"Nel en Ria";"nel-en-ria";
"5720";"1";"Eric Clapton";"Artiest";"0";"Eric Clapton";"Eric Clapton";"Eric Clapton";"Eric Clapton";"eric-clapton";
"5721";"1";"Highway Mart";"Artiest";"0";"Highway Mart";"Highway Mart";"Highway Mart";"Highway Mart";"highway-+-mart";
"5722";"1";"Het Piraten Trio";"Artiest";"0";"Het Piraten Trio";"Het Piraten Trio";"Het Piraten Trio";"Het Piraten Trio";"het-piraten-trio";
"5723";"1";"NINA EN MIKE ";"Artiest";"0";"NINA EN MIKE ";"NINA EN MIKE ";"NINA EN MIKE ";"NINA EN MIKE ";"nina-en-mike";
"5724";"1";"MARKUS RUGER ";"Artiest";"0";"MARKUS RUGER ";"MARKUS RUGER ";"MARKUS RUGER ";"MARKUS RUGER ";"markus-ruger";
"5725";"1";"KLAUS DENSOW ";"Artiest";"0";"KLAUS DENSOW ";"KLAUS DENSOW ";"KLAUS DENSOW ";"KLAUS DENSOW ";"klaus-densow";
"5726";"1";"WOLFGANG ANDRE ";"Artiest";"0";"WOLFGANG ANDRE ";"WOLFGANG ANDRE ";"WOLFGANG ANDRE ";"WOLFGANG ANDRE ";"wolfgang-andre";
"5727";"1";"ROY BLACK ";"Artiest";"0";"ROY BLACK ";"ROY BLACK ";"ROY BLACK ";"ROY BLACK ";"roy-black";
"5728";"1";"OLIVER HARDT ";"Artiest";"0";"OLIVER HARDT ";"OLIVER HARDT ";"OLIVER HARDT ";"OLIVER HARDT ";"oliver-hardt";
"5729";"1";"LEON ";"Artiest";"0";"LEON ";"LEON ";"LEON ";"LEON ";"leon";
"5730";"1";"CHRIS WOLFF";"Artiest";"0";"CHRIS WOLFF";"CHRIS WOLFF";"CHRIS WOLFF";"CHRIS WOLFF";"chris-wolff";
"5731";"1";"HELLBERG DUO ";"Artiest";"0";"HELLBERG DUO ";"HELLBERG DUO ";"HELLBERG DUO ";"HELLBERG DUO ";"hellberg-duo";
"5732";"1";"INGRID PETERS ";"Artiest";"0";"INGRID PETERS ";"INGRID PETERS ";"INGRID PETERS ";"INGRID PETERS ";"ingrid-peters";
"5733";"1";"MARIANNE EN MICHAEL ";"Artiest";"0";"MARIANNE EN MICHAEL ";"MARIANNE EN MICHAEL ";"MARIANNE EN MICHAEL ";"MARIANNE EN MICHAEL ";"marianne-en-michael";
"5734";"1";"HANNE HALLER";"Artiest";"0";"HANNE HALLER";"HANNE HALLER";"HANNE HALLER";"HANNE HALLER";"hanne-haller";
"5735";"1";"HANNE HALLE ";"Artiest";"0";"HANNE HALLE ";"HANNE HALLE ";"HANNE HALLE ";"HANNE HALLE ";"hanne-halle";
"5736";"1";"OLIVER SIMON ";"Artiest";"0";"OLIVER SIMON ";"OLIVER SIMON ";"OLIVER SIMON ";"OLIVER SIMON ";"oliver-simon";
"5737";"1";"JURGEN RENFORDT EN DENICE ";"Artiest";"0";"JURGEN RENFORDT EN DENICE ";"JURGEN RENFORDT EN DENICE ";"JURGEN RENFORDT EN DENICE ";"JURGEN RENFORDT EN DENICE ";"jurgen-renfordt-en-denice";
"5738";"1";"Blues Brothers";"Artiest";"0";"Blues Brothers";"Blues Brothers";"Blues Brothers";"Blues Brothers";"blues-brothers";
"5739";"1";"Johnny Hallyday ";"Artiest";"0";"Johnny Hallyday ";"Johnny Hallyday ";"Johnny Hallyday ";"Johnny Hallyday ";"johnny-hallyday";
"5740";"1";"Mandy Bischof";"Artiest";"0";"Mandy Bischof";"Mandy Bischof";"Mandy Bischof";"Mandy Bischof";"mandy-bischof";
"5741";"1";"THE FLAG ";"Artiest";"0";"THE FLAG ";"THE FLAG ";"THE FLAG ";"THE FLAG ";"the-flag";
"5742";"1";"DON GIBSON";"Artiest";"0";"DON GIBSON";"DON GIBSON";"DON GIBSON";"DON GIBSON";"don-gibson";
"5743";"1";"THE PEOPLE NEXT DOOR";"Artiest";"0";"THE PEOPLE NEXT DOOR";"THE PEOPLE NEXT DOOR";"THE PEOPLE NEXT DOOR";"THE PEOPLE NEXT DOOR";"the-people-next-door";
"5744";"1";"JUDGE DREAD ";"Artiest";"0";"JUDGE DREAD ";"JUDGE DREAD ";"JUDGE DREAD ";"JUDGE DREAD ";"judge-dread";
"5745";"1";"THE ROCKETS ";"Artiest";"0";"THE ROCKETS ";"THE ROCKETS ";"THE ROCKETS ";"THE ROCKETS ";"the-rockets";
"5746";"1";"RICK DERRINGER";"Artiest";"0";"RICK DERRINGER";"RICK DERRINGER";"RICK DERRINGER";"RICK DERRINGER";"rick-derringer";
"5747";"1";"PAUL VAN VLIET ";"Artiest";"0";"PAUL VAN VLIET ";"PAUL VAN VLIET ";"PAUL VAN VLIET ";"PAUL VAN VLIET ";"paul-van-vliet";
"5748";"1";"TED DE BRAAK ";"Artiest";"0";"TED DE BRAAK ";"TED DE BRAAK ";"TED DE BRAAK ";"TED DE BRAAK ";"ted-de-braak";
"5749";"1";"HENK HELSINK";"Artiest";"0";"HENK HELSINK";"HENK HELSINK";"HENK HELSINK";"HENK HELSINK";"henk-helsink";
"5750";"1";"THE COUNTRY BOYS ";"Artiest";"0";"THE COUNTRY BOYS ";"THE COUNTRY BOYS ";"THE COUNTRY BOYS ";"THE COUNTRY BOYS ";"the-country-boys";
"5751";"1";"FLYING BIRDS ";"Artiest";"0";"FLYING BIRDS ";"FLYING BIRDS ";"FLYING BIRDS ";"FLYING BIRDS ";"flying-birds";
"5752";"1";"COUNTRY ";"Artiest";"0";"COUNTRY ";"COUNTRY ";"COUNTRY ";"COUNTRY ";"country";
"5753";"1";"MONIUE ";"Artiest";"0";"MONIUE ";"MONIUE ";"MONIUE ";"MONIUE ";"moniue";
"5754";"1";"JOHNNY WILLEMS ";"Artiest";"0";"JOHNNY WILLEMS ";"JOHNNY WILLEMS ";"JOHNNY WILLEMS ";"JOHNNY WILLEMS ";"johnny-willems";
"5755";"1";"WILLY SCHOBBEN";"Artiest";"0";"WILLY SCHOBBEN";"WILLY SCHOBBEN";"WILLY SCHOBBEN";"WILLY SCHOBBEN";"willy-schobben";
"5756";"1";"JEAN MICHEL JARRE ORIENT EXPRESS";"Artiest";"0";"JEAN MICHEL JARRE ORIENT EXPRESS";"JEAN MICHEL JARRE ORIENT EXPRESS";"JEAN MICHEL JARRE ORIENT EXPRESS";"JEAN MICHEL JARRE ORIENT EXPRESS";"jean-michel-jarre-orient-express";
"5757";"1";"HERMAN BONTHUIS ";"Artiest";"0";"HERMAN BONTHUIS ";"HERMAN BONTHUIS ";"HERMAN BONTHUIS ";"HERMAN BONTHUIS ";"herman-bonthuis";
"5758";"1";"TOBY RIX ";"Artiest";"0";"TOBY RIX ";"TOBY RIX ";"TOBY RIX ";"TOBY RIX ";"toby-rix";
"5759";"1";"HANS ";"Artiest";"0";"HANS ";"HANS ";"HANS ";"HANS ";"hans";
"5760";"1";"MARCO ";"Artiest";"0";"MARCO ";"MARCO ";"MARCO ";"MARCO ";"marco";
"5761";"1";"BEN ZUUR HENK PUISTER ";"Artiest";"0";"BEN ZUUR HENK PUISTER ";"BEN ZUUR HENK PUISTER ";"BEN ZUUR HENK PUISTER ";"BEN ZUUR HENK PUISTER ";"ben-zuur-henk-puister";
"5762";"1";"DE LEINO S ";"Artiest";"0";"DE LEINO S ";"DE LEINO S ";"DE LEINO S ";"DE LEINO S ";"de-leino-s";
"5763";"1";"PEGGY EN DE TORNADO S ";"Artiest";"0";"PEGGY EN DE TORNADO S ";"PEGGY EN DE TORNADO S ";"PEGGY EN DE TORNADO S ";"PEGGY EN DE TORNADO S ";"peggy-en-de-tornado-s";
"5764";"1";"DE BENTONS ";"Artiest";"0";"DE BENTONS ";"DE BENTONS ";"DE BENTONS ";"DE BENTONS ";"de-bentons";
"5765";"1";"MONIQUE";"Artiest";"0";"MONIQUE";"MONIQUE";"MONIQUE";"MONIQUE";"monique";
"5766";"1";"THE HAPPY BOYS ";"Artiest";"0";"THE HAPPY BOYS ";"THE HAPPY BOYS ";"THE HAPPY BOYS ";"THE HAPPY BOYS ";"the-happy-boys";
"5767";"1";"TRIO KWATSCH";"Artiest";"0";"TRIO KWATSCH";"TRIO KWATSCH";"TRIO KWATSCH";"TRIO KWATSCH";"trio-kwatsch";
"5768";"1";"BOB VEENSTRA EN OPOE MARTJE";"Artiest";"0";"BOB VEENSTRA EN OPOE MARTJE";"BOB VEENSTRA EN OPOE MARTJE";"BOB VEENSTRA EN OPOE MARTJE";"BOB VEENSTRA EN OPOE MARTJE";"bob-veenstra-en-opoe-martje";
"5769";"1";"JAN WILLEM ";"Artiest";"0";"JAN WILLEM ";"JAN WILLEM ";"JAN WILLEM ";"JAN WILLEM ";"jan-willem";
"5770";"1";"HAHNEKAMM TRIO MIT DEN KITZBUHLER DIRNDLN ";"Artiest";"0";"HAHNEKAMM TRIO MIT DEN KITZBUHLER DIRNDLN ";"HAHNEKAMM TRIO MIT DEN KITZBUHLER DIRNDLN ";"HAHNEKAMM TRIO MIT DEN KITZBUHLER DIRNDLN ";"HAHNEKAMM TRIO MIT DEN KITZBUHLER DIRNDLN ";"hahnekamm-trio-mit-den-kitzbuhler-dirndln";
"5771";"1";"DIE BACHLER ";"Artiest";"0";"DIE BACHLER ";"DIE BACHLER ";"DIE BACHLER ";"DIE BACHLER ";"die-bachler";
"5772";"1";"DIE ZWEI TIROLER FENNEBERG MOSER ";"Artiest";"0";"DIE ZWEI TIROLER FENNEBERG MOSER ";"DIE ZWEI TIROLER FENNEBERG MOSER ";"DIE ZWEI TIROLER FENNEBERG MOSER ";"DIE ZWEI TIROLER FENNEBERG MOSER ";"die-zwei-tiroler-fenneberg-moser";
"5773";"1";"PIPS LYDIA ";"Artiest";"0";"PIPS LYDIA ";"PIPS LYDIA ";"PIPS LYDIA ";"PIPS LYDIA ";"pips-lydia";
"5774";"1";"ORIGNAL FRICKTALER MUSIKANTEN";"Artiest";"0";"ORIGNAL FRICKTALER MUSIKANTEN";"ORIGNAL FRICKTALER MUSIKANTEN";"ORIGNAL FRICKTALER MUSIKANTEN";"ORIGNAL FRICKTALER MUSIKANTEN";"orignal-fricktaler-musikanten";
"5775";"1";"HANS KRONAUER";"Artiest";"0";"HANS KRONAUER";"HANS KRONAUER";"HANS KRONAUER";"HANS KRONAUER";"hans-kronauer";
"5776";"1";"FANTASY ";"Artiest";"0";"FANTASY ";"FANTASY ";"FANTASY ";"FANTASY ";"fantasy";
"5777";"1";"ORIG NAABTAL DUO";"Artiest";"0";"ORIG NAABTAL DUO";"ORIG NAABTAL DUO";"ORIG NAABTAL DUO";"ORIG NAABTAL DUO";"orig-naabtal-duo";
"5778";"1";"MATHIAS REIM";"Artiest";"0";"MATHIAS REIM";"MATHIAS REIM";"MATHIAS REIM";"MATHIAS REIM";"mathias-reim";
"5779";"1";"DIE OBERLANDLER ";"Artiest";"0";"DIE OBERLANDLER ";"DIE OBERLANDLER ";"DIE OBERLANDLER ";"DIE OBERLANDLER ";"die-oberlandler";
"5780";"1";"PERRY NOWAK UND BAND";"Artiest";"0";"PERRY NOWAK UND BAND";"PERRY NOWAK UND BAND";"PERRY NOWAK UND BAND";"PERRY NOWAK UND BAND";"perry-nowak-und-band";
"5781";"1";"HANS LINER BAND";"Artiest";"0";"HANS LINER BAND";"HANS LINER BAND";"HANS LINER BAND";"HANS LINER BAND";"hans-liner-band";
"5782";"1";"ORIG TIROLER ECHO";"Artiest";"0";"ORIG TIROLER ECHO";"ORIG TIROLER ECHO";"ORIG TIROLER ECHO";"ORIG TIROLER ECHO";"orig-tiroler-echo";
"5783";"1";"GROSSGLOCKNERKAPELLE KALS ";"Artiest";"0";"GROSSGLOCKNERKAPELLE KALS ";"GROSSGLOCKNERKAPELLE KALS ";"GROSSGLOCKNERKAPELLE KALS ";"GROSSGLOCKNERKAPELLE KALS ";"grossglocknerkapelle-kals";
"5784";"1";"Artiest ORIGALPENLAND QUINTETT";"Artiest";"0";"Artiest ORIGALPENLAND QUINTETT";"Artiest ORIGALPENLAND QUINTETT";"Artiest ORIGALPENLAND QUINTETT";"Artiest ORIGALPENLAND QUINTETT";"artiest-origalpenland-quintett";
"5785";"1";"SEPP UND SEINE LANDSKNECHT";"Artiest";"0";"SEPP UND SEINE LANDSKNECHT";"SEPP UND SEINE LANDSKNECHT";"SEPP UND SEINE LANDSKNECHT";"SEPP UND SEINE LANDSKNECHT";"sepp-und-seine-landsknecht";
"5786";"1";"WOLGANG LINDNER UN SEINE STADL MUSIKANTEN";"Artiest";"0";"WOLGANG LINDNER UN SEINE STADL MUSIKANTEN";"WOLGANG LINDNER UN SEINE STADL MUSIKANTEN";"WOLGANG LINDNER UN SEINE STADL MUSIKANTEN";"WOLGANG LINDNER UN SEINE STADL MUSIKANTEN";"wolgang-lindner-un-seine-stadl-musikanten";
